Review_Text,Review,Sentimen_Asli,Sentimen_Prediksi
tolong perbaiki kompabilitas nya,tolong baik kompabilitas,Positive,Positive
walah cik gacor gamenya,walah cik gacor,Positive,Positive
Gamenya oke banget,oke,Positive,Positive
"Seru,,event banyak,,gameplay asik.. Sayang handphone nya kurang mendukung😅 Nanti lanjut kalo handphonenya dah support y😁",seruevent banyakgameplay asik sayang handphone dukung handphonenya deh support,Positive,Positive
udah aman udah nyaman nggak ada gangguan,aman nyaman ganggu,Positive,Positive
Oke,oke,Positive,Positive
mantap gacor,mantap gacor,Positive,Positive
terbaik lah,baik,Positive,Positive
"best hoyo game inimah, diantara game hoyo yg lain ini yg paling ramah f2p",best hoyo inimah hoyo ramah fp,Positive,Positive
"animasinya ga kaku, reward ga pelit, desainnya karakter nya menarik, story nya juga bagus",animasi kaku reward pelit desain karakter tarik story bagus,Positive,Positive
Masih bagusan game pgr ketimbang ini,bagus pgr ketimbang,Positive,Positive
"Bagus, saya suka",bagus suka,Positive,Positive
Opsional,opsional,Positive,Positive
Gamenya seru,seru,Positive,Positive
Bagus banget gamenya,bagus,Positive,Positive
"sekarang jadi tidak kompeten di perangkat saya, tdinya masih bisa di mainkan",kompeten perangkat tdinya main,Negative,Positive
game baik 👍 no debat,no debat,Positive,Positive
"Combat, karakter design, dan story udah lumayan bagus. Worldbuildingnya juga lumayan oke, meskipun masih ada beberapa hal yang perlu ditingkatkan (seperti bagian TV-TV itu). Menurut saya akan lebih baik jika sesi combatnya diperbanyak lagi, karena combat yang saya rasa paling bagus di game ini.",combat karakter design story lumayan bagus worldbuildingnya lumayan oke tingkat tvtv sesi combatnya banyak combat bagus,Positive,Positive
Game gak bagus,bagus,Positive,Positive
"Gameplay seru, story menarik tapi kerasa singkat banget (kebiasaan genshin yang storynya panjang), dapet polycromenya juga mudah jadi enjoy banget dimainin",gameplay seru story tarik rasa singkat biasa genshin storynya polycromenya mudah enjoy dimainin,Positive,Positive
PEAK,peak,Positive,Positive
game mekanisme santai,mekanisme santai,Positive,Positive
Tv gameplay annoying af,tv gameplay annoying af,Positive,Positive
i just need more male S rank,just need more male rank,Positive,Positive
"Karakter S nya tolong di kembangkan lagi, ini sudah bagus, keren hoyo terimakasih",karakter tolong kembang bagus keren hoyo terimakasih,Positive,Positive
"Gue sudah uninstall, Game nya suka keluar sendiri.. Kalau untuk permainan nya cukup bagus Hanya itu aja kendala nya suka foreclose😑😑😑",uninstall suka main bagus kendala suka foreclose,Positive,Positive
WE GONNA BUY BURGER BANGOR WITH 40% DISCOUNT WITH THIS ONE🗣️🗣️❗❗,we gon na buy burger bangor with discount with this one,Positive,Positive
"ahir nya loading nya udah di fix, terimakasih hoyo sudah mendengar suara kami",ahir loading fix terimakasih hoyo dengar suara,Positive,Positive
mana 160 jt lapangan kerj eh. 160× pull free yg kau janjikan,juta lapang kerj eh pull free kau janji,Positive,Positive
GOONER GAME = PEAK,gooner peak,Positive,Positive
jangan pakai hp kentang hehe,pakai hp kentang hehe,Positive,Positive
mid,mid,Positive,Positive
Best,best,Positive,Positive
"Mirip HI3 tapi dengan grafis dan mekanisme yang baru, dan jelas lebih orisinil, mantap si ini, enjoy banget mainnya sama nikmatin story nya yang ga terlalu kompleks",hi grafis mekanisme orisinil mantap enjoy main nikmat story kompleks,Positive,Positive
Wow,wow,Positive,Positive
"suka gamenya tapi, gak suka panas : )",suka suka panas,Positive,Positive
"Bgm,effect,battle 10/10 ada mekanik Parry yg seru bet cuy puas banget main ini game pas santai kalau gacha emang agak kintil tapi yaa karakter A pun masih bisa dipake di semua setiap karakter dapat story masing-masing.",bgmeffectbattle mekanik parry seru cuy puas pas santai gacha kintil karakter pakai karakter story masingmasing,Positive,Positive
"story terlalu repetitif,boring duluan sebelum sampai ke bagain karna yg dibawain cuma gitu gitu doang,udah gitu part yg sama diulang 4 5x.",story repetitifboring duluan bagain dibawain doangudah part ulang,Positive,Positive
"Bagus, sisa optimisasi",bagus sisa optimisasi,Negative,Positive
game nya bagus keren banget lah tapi kasih gw ju fufu woy! gw udah main nih game buat dapet ju fufu tadi dapet S tapi bukan Ju fufu sialan nih game!! kasih gw ju fufu!!!!!!!!!!!!!!,bagus keren kasih ju fufu woy ju fufu ju fufu sial kasih ju fufu,Positive,Positive
worth it,worth,Positive,Positive
Wow wow wow wow,wow wow wow wow,Positive,Positive
"yang bilang game Gooner tu, emang Gooner😝 wong saya suka kok",bilang gooner gooner suka,Positive,Positive
"Menarik gamenya. Awal rilis coba maen bisa. Abis tu patch 1.1 perangkat g mendukung!?? Lah. Sekarang 24/9 bisa lagi. Tapi dah Malas,ketinggalan patch.",tarik rilis coba habis patch perangkat dukung deh malasketinggalan patch,Positive,Positive
Baru donlod hehe,donlod hehe,Positive,Positive
"Worst gaming experience yet, literally Zzz",worst gaming experience yet literally zzz,Positive,Positive
"terimakasih sudah membantu, saya naikan ke 4 dulu karena masih ada framedrop dengan setting grafik lowest.",terimakasih bantu naik framedrop setting grafik lowest,Positive,Positive
Bagus,bagus,Positive,Positive
I love billy,love billy,Positive,Positive
I LOVE IT,love,Positive,Positive
Actually i don't know how to explain this game but I'll give love for HOYOVERS,actually dont know how explain this but ill give love for hoyovers,Positive,Positive
Keren visual memanjangkan mata 👍🏼,keren visual panjang,Positive,Positive
Ternyata game baik meski 60% kikir,kikir,Positive,Positive
karena gw pernah main ni game pas awal rilis gw kasih bintang 1,pas rilis kasih bintang,Positive,Positive
"tambahkan fps unlimited di mobile, fitur zoom in zoom out pada karakter",tambah fps unlimited mobile fitur zoom zoom out karakter,Negative,Positive
make manato s rank,pakai manato rank,Positive,Positive
"game bagus, obat setres serta obat pata hati Disaat aku melihat dia sama yang lain. btw tolong tambahin mode pvp antar player donh",bagus obat tres obat pata hati saat btw tolong tambah mode pvp player donh,Negative,Positive
mantap!,mantap,Positive,Positive
I love Ellen Joe,love ellen joe,Positive,Positive
the best game sih🤭,the best,Positive,Positive
sehat sehat game baik,sehat sehat,Positive,Positive
"ini game paling bagus hoyoverse sih menurut gua, soalnya sensasi battle berasa epic banget pergerakan kamera nya bagus, dan yg paling penting ni game ramah F2P (player gratisan)",bagus hoyoverse gua sensasi battle asa epic gera kamera bagus ramah fp player gratis,Positive,Positive
game mantap 😁👍🏿,mantap,Positive,Positive
Keren banget Zenless Zone Zero,keren zenless zone zero,Positive,Positive
main sendirian itu ga enak.. coba tambahin coop atau party dengan player lain... game tema hack and slash tapi solo itu bosennya looping,coba tambah coop party player tema hack and slash solo bosennya looping,Positive,Positive
Sehat sehat game baik,sehat sehat,Positive,Positive
Harga Item terlalu mahal & reward dari in game nya pun terlalu sedikit sekali,harga item mahal reward,Positive,Positive
ga kompe,kompe,Positive,Positive
Kadang saat saya gabut atau ingin main game bagus saya memilih Zenless zone karena game ini sangat menarik,kadang gabut bagus pilih zenless zone tarik,Positive,Positive
"seru sih, gk kikir kayak game satunya",seru kikir satu,Positive,Positive
Udah enggak sabar,sabar,Positive,Positive
Animasinya memuaskan !,animasi muas,Positive,Positive
"gameplay seru style world nya colorful abis, wuwa tapi versi simple sih good job mihoyo 👍🏻",gameplay seru style world colorful habis wuwa versi simple good job mihoyo,Positive,Positive
a best combat game for fun 🤣🤣,best combat for fun,Positive,Positive
Game ya bagus,bagus,Positive,Positive
"Bagus kok, jangan dengerin haters",bagus dengar haters,Negative,Positive
"Game The Best, komunitas nya asik tapi banyak Furry nya jir😹😹",the best komunitas asik furry jir,Negative,Positive
"Story,musik, dan battle nya sih seru yh, cuma saya kurang suka mode explore nya yg masuk ke TV, cukup ngebosenin.",storymusik battle seru suka mode explore tv ngebosenin,Positive,Positive
Seru gamenya,seru,Positive,Positive
kirain ada kuemungkinan jadi kompitqbel..pdahal ram 8gb..yaudalh main genshin aja amq hsr..,kuemungkinan kompitqbelpdahal ram gbyaudalh genshin amq hsr,Positive,Positive
MANATO-KUN!!!,manatokun,Positive,Positive
"Game monoton,bosan gw maen game gacha",monotonbosan gacha,Positive,Positive
peak,peak,Positive,Positive
ty ty makasi ellennya😍😍,ty ty terima kasih ellennya,Positive,Positive
"Story bagus 4/5 | Animasi super mantap 5/5 | Gameplay superb 4.7/5 | Character Design mantap 4.5/5 | Music 4.8/5 | Gacha System seperti hsr 3.5/5 | F2p Friendly 4/5 | Vibe 4/5 | Minus ini game cuma di size terlalu besar woi untuk genre yg bukan open world dan dimana mana loading, plus di ps5 untuk lokasi seperti lumina square sering frame drop | [Overall Rating 4.2/5]",story bagus animasi super mantap gameplay superb character design mantap music gacha system hsr fp friendly vibe minus size woi genre open world mana loading plus pas lokasi lumina square frame drop overall rating,Positive,Positive
Nice,nice,Positive,Positive
MAKE MANATO S-RANK 🗣️🗣️🗣️,pakai manato srank,Positive,Positive
good,good,Positive,Positive
Jangan buat karakter nya telanjang buat ngak ada marwahnya karakternya 😭,karakter telanjang marwahnya karakter,Positive,Positive
Keren,keren,Positive,Positive
"komiknya seru, battle nya seru",komik seru battle seru,Positive,Positive
good,good,Positive,Positive
High quality games,high quality games,Positive,Positive
Good,good,Positive,Positive
tambahin char semog nya dong hoyo,tambah char semog hoyo,Positive,Positive
"Overall sudah sangat bagus.... tapi tolong untuk pilihan karakternya ditambah karena hanya bisa pakai 3 karakter(caesar, belle, dan wise) sedangkan untuk karakter lain yang telah dimiliki tidak bisa dipakai, itu aja sih kurangnya",overall bagus tolong pilih karakter tambah pakai karaktercaesar belle wise karakter milik pakai kurang,Negative,Positive
All the best this game,all the best this,Positive,Positive
game yang bagus dan seru untuk saya yang ingin mekanik sulit dan Menantang semoga kedepannya makin banyak fitur dan Qol yang berguna,bagus seru mekanik sulit tantang moga depan fitur qol guna,Positive,Positive
best game :),best,Positive,Positive
"walaupun disebut game Gooner, tapi tetap saja bagus, dan developer tidak kikir, mekanik juga mudah, pokoknya the best lah",gooner bagus developer kikir mekanik mudah pokok the best,Positive,Positive
terimakasih mihoyo karena sudah memberi saya Astra Yao + W Engine 30x gacha total 😋. mihoyo baik banget loh ya,terimakasih mihoyo astra yao engine gacha total mihoyo loh,Positive,Positive
Gameplay Nya Seru,gameplay seru,Positive,Positive
"LOL JUST OPTIMIZE THE GAME, SLIT-EYED",lol just optimize the sliteyed,Positive,Positive
"game rpg terbaik yg pernah saya mainin, suka sama gamenya, petualangan di game ini juga menyenangkan tidak membosankan👍🙌",rpg baik mainin suka tualang senang bosan,Positive,Positive
"Gameplay fresh, bagus juga, Join youtube ku untuk live ZZZ 😁 (Windofu)",gameplay fresh bagus join youtube ku live windofu,Positive,Positive
"saya sangat suka game ini, gameplay cepat, banyak referensi, hadiah yang melimpah dan berbagai mekanik yang sangat seru.",suka gameplay cepat referensi hadiah limpah mekanik seru,Positive,Positive
Cihui ada istri ku 🥰,cihui istri ku,Positive,Positive
mantapppp,mantap,Positive,Positive
Very great,very great,Positive,Positive
"ahh, game yg sangat seru, tapi sayang ga bisa main lagi, game nya sangat bagus👍,buat deplover semangat😁",ah seru sayang bagusbuat deplover semangat,Positive,Positive
peak game🔥🔥,peak,Positive,Positive
game kikir😠😠,kikir,Positive,Positive
Sehat sehat game baik,sehat sehat,Positive,Positive
"Very unstable gameplay experience, the lvl of monsters and characters is quite far and makes the game play experience unbalanced, defeating enemies takes quite a long time, Increasing exp World lvl level is very difficult. I have completed all the main quests and still can't upgrade my character.",very unstable gameplay experience the lvl of monsters and characters is quite far and makes the play experience unbalanced defeating enemies takes quite long time increasing exp world lvl level is very difficult have completed all the quests and still cant upgrade my character,Positive,Positive
"game nya keren bagus , style nya gue banget tapi sayangnya saya telat main jadi mager buat main....",keren bagus style sayang telat mager,Negative,Positive
PERFECT,perfect,Positive,Positive
game bagus,bagus,Positive,Positive
Hilangkan mode tv gak ada seru serunya buang waktu banget gak guna klo ilangin saya kasih B5 ciri khas si ciri khas tapi jan tv ada kan yg lain TOLOL,hilang mode tv seru seru buang waktu ilangin kasih ciri khas ciri khas tv tolol,Positive,Positive
"bagus, cuma kurang stabil, setiap masuk game selalu internet yang jadi masalah, tapi internet saya bagus, dan ketika saat chat dengan karakter, chat akan keluar sangat lama, semoga bisa diperbaiki",bagus stabil internet internet bagus chat karakter chat moga baik,Positive,Positive
fixs blacksreen!!!,fixs blacksreen,Positive,Positive
"gamenya overall sudah bagus tapi side quest di game ini kurang banyak daripada genshin atau hsr tolong dilebihkan lagi side quest, puzzle, sama chest nya agar player gampang grinding polychrome🙏🙏🙏",overall bagus side quest genshin hsr tolong lebih side quest puzzle chest player gampang grinding polychrome,Negative,Positive
"Karakter hanya bisa dipakai dibattle saja, jadi percuma rasanya meng-gacha karakter tertentu jika hanya bisa dipakai dibattle saja",karakter pakai dibattle menggacha karakter pakai dibattle,Positive,Positive
Gwe senang main game ini punya pengalaman kisah cerita yg banyak dan terharu,gwe senang alam kisah cerita haru,Positive,Positive
Version 1.4 is very good,version is very good,Positive,Positive
"game sangat bagus,grafik,battle nya, char nya juga cakep cakep, bansos cukup banyak, sehat sehat game baik",bagusgrafikbattle char cakep cakep bansos sehat sehat,Positive,Positive
Perlu di stabilin lagi,stabilin,Positive,Positive
semoga saya mendapatkan karakter s caesar setelah memposting ini,moga karakter caesar memposting,Positive,Positive
Game AAA mobile terbaik🔥,mobile baik,Positive,Positive
Makasih Untuk Bansosnya Dev🤭,terima kasih bansosnya dev,Positive,Positive
good,good,Positive,Positive
"design UI, battle style, grafis, semua bagus, cuman tolong kedepannya bisa lebih optimal untuk device menengah",design ui battle style grafis bagus cuman tolong depan optimal device tengah,Positive,Positive
kenapa tidak support di MediaTek Dimensity 7025?,support mediatek dimensity,Positive,Positive
semoga game nya menjadi lebih berkembang dan menyenangkan,moga kembang senang,Positive,Positive
Gamenya keren,keren,Positive,Positive
5 star for reward anniversary.,star for reward anniversary,Positive,Positive
"Story-nya bagus, gameplay-nya asik, musiknya beh mantap. Belum lagi aset chara-nya g heran gamenya berat",storynya bagus gameplaynya asik musik beh mantap aset charanya heran berat,Positive,Positive
berat banget mantap,berat mantap,Positive,Positive
"Semoga terus dikembangkan dengan lebih baik lah di game ini dan semoga sukses selalu untuk hoyoverse dan moga untuk device minimum nya bs lebih di perbaiki bila memang terdapat kekurangan nanti saat open rilis, terima kasih",moga kembang moga sukses hoyoverse moga device minimum baik kurang open rilis terima kasih,Positive,Positive
Semoga game nya gk kikir,moga kikir,Positive,Positive
"storynya bagus graphic nya juga keren bisa memanjakan mata gameplay nya juga keren mulai dari kamera sudut pandang saat bertanrung, ulti, dan skill nya juga epic semua. overall saya sangat suka dengan game ini",storynya bagus graphic keren manja gameplay keren kamera sudut pandang bertanrung ulti skill epic overall suka,Positive,Positive
"Gim yang saya tunggu tunggu, semoga benar benar bagus dan menyenangkan!",gim tunggu tunggu moga bagus senang,Positive,Positive
"Ok, moga ga qiqir",ok moga qiqir,Positive,Positive
bagus,bagus,Positive,Positive
Yoshaa,yoshaa,Positive,Positive
Ubdep nya lama nya,ubdep,Positive,Positive
tolong desain baju nya di iniin biar ga ini banget woi,tolong desain baju iniin biar woi,Positive,Positive
anime/10,anime,Positive,Positive
Best gacha game i ever play!!!,best gacha ever play,Positive,Positive
blm dirilis aja udh ada yg kasih bintang 1😂,rilis kasih bintang,Positive,Positive
"Min, kapan ada event gacha karakter jane doe lagi?",min event gacha karakter jane doe,Positive,Positive
Nice,nice,Positive,Positive
Zzz ngorok game turu 😴💤,zzz ngorok turu,Positive,Positive
"Nooooooo Kenapa sekarang perangkat tidak kompatibel dengan versi ini 🥲😭, dan sekarang game Ini kadang ada di PlayStore kadang gak ada",no perangkat kompatibel versi kadang playstore kadang,Positive,Positive
Seru,seru,Positive,Positive
"semakin lama ciri khas dari zzz mulai di tinggalkan, seperti mode TV dan combat mission, sudah pure gooning :v",ciri khas tinggal mode tv combat mission pure gooning,Positive,Positive
mantap min,mantap min,Positive,Positive
Sudah bagus Masih bisa di mainkan untuk sekarang Paling di opimalisasikan saja untuk perangkat yang belum stabil. Karena keluhan berputar di situ sama ukuran yg besar.,bagus main opimalisasikan perangkat stabil keluh putar situ ukur,Positive,Positive
Mntp aku,mntp,Positive,Positive
Hentai,hentai,Positive,Positive
Keren,keren,Positive,Positive
best gacha game I've played since forever,best gacha ive played since forever,Positive,Positive
Terbaik dan Waifuku burnice,baik waifuku burnice,Positive,Positive
grafiknya keren,grafik keren,Positive,Positive
great game,great,Positive,Positive
"tidak ada keluhan selain dalam penggunaan ram yang cukup banyak, kalau bisa di optimalkan lagi dalam penggunaan ramnya.Terima kasih",keluh guna ram optimal guna ramnyaterima kasih,Positive,Positive
mntap,mntap,Positive,Positive
Game bagus,bagus,Positive,Positive
Game masih ada kras tolong fix dev apakah apk belum resmi secara global,kras tolong fix dev apk resmi global,Positive,Positive
Game bagus banget,bagus,Positive,Positive
Game terbaik & Battle terbaik,baik battle baik,Positive,Positive
optimalisasi nya makin ampass untuk os Android,optimalisasi ampass os android,Positive,Positive
Gamenya gak ada char yg telanjang bintang 1,char telanjang bintang,Positive,Positive
"Overall udah bagus sih,perfect",overall bagus sihperfect,Positive,Positive
game ini bagus banget saya suka😄,bagus suka,Positive,Positive
Kont,kont,Positive,Positive
nice game,nice,Positive,Positive
Game terbaik man,baik man,Positive,Positive
Mau 1st annivesar,st annivesar,Positive,Positive
Nice,nice,Positive,Positive
bagus,bagus,Positive,Positive
Good,good,Positive,Positive
"game terbaik, goated🔥",baik goated,Positive,Positive
Ellen 🤤🤤🤤🤤,ellen,Positive,Positive
plis give me luck in gacha,plis give me luck gacha,Positive,Positive
Game Gacha Terbaik,gacha baik,Positive,Positive
Nice boi,nice boi,Positive,Positive
"Thank you for the fun days, this is the second time you disappointed me, the first time when Jane's banner you gave me Nekomata and the second time when Yanagi's banner you gave me I'm Nekomata again and it makes my efforts in vain so far I think I've played this game enough so thank you.",thank you for the fun days this is the second time you disappointed me the first time when janes banner you gave me nekomata and the second time when yanagis banner you gave me im nekomata again and makes my efforts vain sok far think ive played this enough sok thank you,Positive,Positive
Tambahin Multiplayer nya dong Biar character sesama character lebih seru,tambah multiplayer biar character character seru,Positive,Positive
"I love the animation of this game, the story, the characters all the characters personalities, and the gameplay!",love the animation of this the story the characters all the characters personalities and the gameplay,Positive,Positive
keren 👍,keren,Positive,Positive
Nice,nice,Positive,Positive
Good project👍👍👍,good project,Positive,Positive
Kikir banget anj,kikir anjing,Positive,Positive
Game paling favorit😍💕,favorit,Positive,Positive
Trash!!!,trash,Positive,Positive
mantap game baik,mantap,Positive,Positive
Bagus game nya story lorenzo nya juga seru grafik nya juga bukan main-main cuy!,bagus story lorenzo seru grafik mainmain cuy,Positive,Positive
Keren game nya dan bansos juga lumayan jdi bintang 5 karena GK ad kendala ap2 udh bagus x ini game sih,keren bansos lumayan bintang kendala bagus,Positive,Positive
Bisu,bisu,Negative,Positive
minn glitch nya nambah min untuk lainnya aman udah itu benahin glitchnya dong,minn glitch tambah min aman benah glitchnya,Positive,Positive
WORST ever gacha game I've ever played,worst ever gacha ive ever played,Positive,Positive
"banyak bansos, f2p suka",bansos fp suka,Positive,Positive
I love this game,love this,Positive,Positive
.. good..,good,Positive,Positive
"Saya suka game ini, story telling nya bagus banget",suka story telling bagus,Positive,Positive
Best Game Gooners I Like 🥀🥀🥀❤️‍🩹,best gooners like,Positive,Positive
gameplay casual cukup memuaskan buat menghilangkan penat & ui simple dikemas menarik dan fresh,gameplay casual muas hilang penat ui simple kemas tarik fresh,Positive,Positive
Seru dan fresh semoga tetep baik ya min,seru fresh moga min,Positive,Positive
wow,wow,Positive,Positive
Peak Update,peak update,Negative,Positive
Makin ke sini makin keren nih game 😍🥰,keren,Positive,Positive
game nya bagus,bagus,Positive,Positive
"Improve banget dari genshin dan hsr, animasinya mulus bet sama mekanik combat yang gak bosenin, masalahnya paling cuma di storagenya aja yang agak besar.",improve genshin hsr animasi mulus mekanik combat bosan storagenya,Negative,Positive
Absolute gooning,absolute gooning,Positive,Positive
Game bagus,bagus,Positive,Positive
Seru banget gamenya🤌,seru,Positive,Positive
Gamenya sangat bagus desain karakter dan grafik game nya sangat saya suka dan saya juga suka game ini karna di game ini desain karakter² wanita nya sangat menggoda apalagi paha nya Jane doe dan saya juga sangat suka dengan desain karakter yanagi apa lagi dada nya yang sangat besar dan menggoda dan game ini memiliki mekanik yang tidak terlalu susah kecuali main satu tangan baru susah sambil melihat pahanya Jane doe ;),bagus desain karakter grafik suka suka desain karakter wanita goda paha jane doe suka desain karakter yanagi dada goda milik mekanik susah kecuali tangan susah paha jane doe,Positive,Positive
Ga bisa login selalu coba saat lagi,login coba,Negative,Positive
Ini game bagus banget sumpah storynya menarik gameplaynya juga asik terus grafiknya bagus mantep dah pokoknya,bagus sumpah storynya tarik gameplaynya asik grafik bagus mantap deh pokok,Positive,Positive
Mantap,mantap,Positive,Positive
"Tried to enjoy the game but the gameplay is too boring, what a waste of such good visual character.",tried enjoy the but the gameplay is too boring what waste of such good visual character,Positive,Positive
Artstyle nya unik sih,artstyle unik,Positive,Positive
lebih bagus dari sodaranya,bagus sodaranya,Positive,Positive
Best game ever. Suka banget sama game yang tipenya parry and dodge. Nuansanyapun dapat. Gw suka 👍👏,best ever suka tipe parry and dodge nuansa suka,Positive,Positive
Penipuan bansos katany free pull manaaaaaaaaaaa iklannnn doanggg,tipu bansos katany free pull iklan doang,Positive,Positive
yaaaa bagus,bagus,Positive,Positive
The Best,the best,Positive,Positive
Nice game,nice,Positive,Positive
"Game nya seru kyknya. Grafis nya bagus. Size nya besar, seperti Game Hoyo pada umumnya. Story nya gatau seru apa nggak, belum open server soalnya Aowkwkk.",seru kayak grafis bagus size hoyo story tau seru open server aowkwkk,Positive,Positive
"gamenya bagus, tapi tolong tambahkan cutcene panel manga nya🙏",bagus tolong tambah cutcene panel manga,Positive,Positive
"Game bagus, tp berat wkwk",bagus berat wkwk,Negative,Positive
MAJI KAKKOI !!!,maji kakkoi,Positive,Positive
saya sangat suka gameplay nya,suka gameplay,Positive,Positive
Kasih aku yang bagus hoyo🙏,kasih bagus hoyo,Positive,Positive
"Seru banget ni game, suka pokoknya. Tapi aga ngeleg2 gitu tapi tetep okaay",seru suka pokok aga ngeleg okaay,Positive,Positive
ada beberapa kendala yaitu saya tidak bisa login ke server/login padahal koneksi ku bagus,kendala login serverlogin koneksi ku bagus,Negative,Positive
Sangat bagus,bagus,Positive,Positive
"Gamenya sangat bagus dan design karakter nya bagus, walaupun gamenya kebanyakan quest story dan lain2 tpi tetap bagus, oh iya nanti di banner selanjutnya kasih tambah karakter baru cowok yg mirip2 Nekomata ya😁",bagus design karakter bagus banyak quest story bagus oh iya banner kasih karakter cowok nekomata,Positive,Positive
"its a good game, just need a little optimization",its good just need little optimization,Positive,Positive
salah satu game terbaik dari mihoyo,salah baik mihoyo,Negative,Positive
Game terbaik hoyo untuk sekarang,baik hoyo,Positive,Positive
Biasanya saya kurang suka game online. Tapi pengecualian untuk game ini. Mungkin untuk plot ceritanya dibuat lebih matang agar tidak banyak plot hole,suka online kecuali plot cerita matang plot hole,Negative,Positive
"game terbaik, seru, story bagus",baik seru story bagus,Positive,Positive
"Untuk Hoyoverse, Terima kasih banyak karena sudah memberikan subtitle ID untuk game nya❤ semoga ZZZ selalu konsisten dan selalu memberikan story, fitur dan ide menarik dalam pengembangan game nya😁👍, Sukses selalu untuk Hoyoverse dan Terima kasih atas kerja keras nya🔥😁😍👍",hoyoverse terima kasih subtitle id moga konsisten story fitur ide tarik kembang sukses hoyoverse terima kasih keras,Positive,Positive
Game ya sangat terasa baru untuk saya... amazing,amazing,Positive,Positive
"Game nya bagus, penuh warna dan yg paling terbaik ada fitur skip cerita",bagus penuh warna baik fitur skip cerita,Positive,Positive
SHITTTTT TRASH GACHAAAAA!!!!,shit trash gacha,Positive,Positive
Let's go,lets go,Positive,Positive
terimakasih game baik Zhu Yuan Saia M6,terimakasih zhu yuan saia,Positive,Positive
"makasih zzz bansosnya,cool",terima kasih bansosnyacool,Positive,Positive
"best hoyoverse game, easy to understand the story, and easier to upgrade the characters. unlike genshin.",best hoyoverse easy understand the story and easier upgrade the characters unlike genshin,Positive,Positive
Mantap seru coyy,mantap seru coyy,Positive,Positive
mantap,mantap,Positive,Positive
Mantap,mantap,Positive,Positive
Get 180 pulls for free harusnya di awal2 maen lgsung dikasih tanpa usaha. Klo harus farming dulu sampe end game ya itu namanya bukan free. Gamenya bagus dan perfect cuma sy paling benci pembohong!,get pulls for free kasih usaha farming end nama free bagus perfect benci bohong,Negative,Positive
bagus,bagus,Positive,Positive
Gamenya mantap meskipun chipset yg sy pake demensity 8050 lumayan lancar,mantap chipset pakai demensity lumayan lancar,Positive,Positive
scam,scam,Positive,Positive
terimakasih hoyoverse telah mewangikan gacha gw🥰,terimakasih hoyoverse wangi gacha,Positive,Positive
Nice game hoyo😙,nice hoyo,Positive,Positive
"Mantap, cocok buat orang yang suka game dengan ciri khas hoyoverse tetapi tidak terlalu grinding. Masih bisa lah di nikmati secara casual tanpa hardplay, battle nya menarik dengan kombo kombo ex skill dan ultimate. Story juga bagus, ya kalau story sih sudah jagonya hoyoverse, keren dengan gaya tersendiri.",mantap cocok suka ciri khas hoyoverse grinding nikmat casual hardplay battle tarik kombo kombo ex skill ultimate story bagus story jago hoyoverse keren gaya sendiri,Positive,Positive
"terbaik dah, banyak sekali bansos dan ramah f2p. semoga game ini selalu memperdulikan playernya dan selalu mendengarkan pendapat playernya",baik deh bansos ramah fp moga duli playernya dengar dapat playernya,Positive,Positive
tidak bisa login ke akun saya. saya login menggunakan akun goggle saya tapi verifikasi googlenya di email orang lain,login akun login akun goggle verifikasi googlenya email,Positive,Positive
Mantap sekali,mantap,Positive,Positive
Good game hoyoverse,good hoyoverse,Positive,Positive
I'm so excited for this game,im sok excited for this,Negative,Positive
Love ittt,love,Positive,Positive
Gamenya keren grafik mantap mekanismenya seru gemplay fun karakternya mantap,keren grafik mantap mekanisme seru gemplay fun karakter mantap,Positive,Positive
Seru kuy,seru yuk,Positive,Positive
perangkat tidak kontiable 🗿,perangkat kontiable,Positive,Positive
"aku suka jiggle efeknya hoyo mantap, kerja bagus",suka jiggle efek hoyo mantap bagus,Positive,Positive
game nya bavus bgt ya tapi rada bgelek aja sih,bavus rada bgelek,Positive,Positive
Mantap udah kompatibel sekarang,mantap kompatibel,Positive,Positive
game nya sudah bagus tapi kadang suka ada leg dikit mungkin device saya yang Ttdk terlalu bagus tapi saya tetap enjoy main nya,bagus kadang suka leg dikit device ttdk bagus enjoy,Positive,Positive
keren,keren,Positive,Positive
"saya suka game ini karna dada nya goyang goyang Ama bagian belakang nya, apalagi pake karakter kek Jane doe beh SEGAR 🐺🐺🐺🐺",suka dada goyang goyang pakai karakter jane doe beh segar,Negative,Positive
KEREN,keren,Positive,Positive
Game nya bagus tapi loding nya lama Tolong diperbaiki,bagus loding tolong baik,Positive,Positive
Im short on materials...,im short on materials,Positive,Positive
fix ur design bru,fix ur design,Positive,Positive
belum optimal di device ku,optimal device ku,Positive,Positive
losing 75:25 twice in a row is super impressive,losing twice row is super impressive,Negative,Positive
krennn,keren,Positive,Positive
bagus,bagus,Positive,Positive
Terima kasih game baik,terima kasih,Positive,Positive
"mantap, main lagi karna hp dah sanggup langsung dikasih karakter seed + senjatanya 👍 padahal masih pemula",mantap hp deh sanggup kasih karakter seed senjata mula,Positive,Positive
