Review_Text,Review,Sentimen_Asli,Sentimen_Prediksi
Sering framedrop di awal main padahal device lumayan (Poco f5) tolong di fix la,framedrop device lumayan poco tolong fix,Negative,Negative
"Sangat amat menikmati game nya, semuanya serba baru mau itu fitur, UI, mekanik/pattern battle. Tidak mengecewakan, enjoy sih mainnya. Uniknya untuk menceritakan kisahnya berbentuk komik dan interaksi antar Wise dan Belle yang asik dan ga bisu juga. Bintang 5 lah.",nikmat serba fitur ui mekanikpattern battle kecewa enjoy main unik cerita kisah bentuk komik interaksi wise belle asik bisu bintang,Positive,Positive
GGWP bagus tapi kebanyakan black screen trus ni game banyak ngomongnya dan jangan lupa ni game berat harus spek yg mumpuni biar lancar main game ini...,ggwp bagus banyak black screen omong lupa berat spek mumpuni biar lancar,Negative,Negative
walah cik gacor gamenya,walah cik gacor,Positive,Positive
Gamenya oke banget,oke,Positive,Positive
"Seru,,event banyak,,gameplay asik.. Sayang handphone nya kurang mendukung😅 Nanti lanjut kalo handphonenya dah support y😁",seruevent banyakgameplay asik sayang handphone dukung handphonenya deh support,Positive,Positive
udah aman udah nyaman nggak ada gangguan,aman nyaman ganggu,Positive,Positive
Oke,oke,Positive,Positive
mantap gacor,mantap gacor,Positive,Positive
"game terbaik game action RPG dengan gaya bermain hack and Slash bener bener unik,gamenya seru dan sistem gachanya kgk pelit cuman rada grinding ajah, overall recommended (di naga 7 gen 3 sih gamenya lancar, klo dibawah itu harusnya bisa juga tapi grafiknya turunin)",baik action rpg gaya main hack and slash unikgamenya seru sistem gachanya pelit cuman rada grinding overall recommended naga gen lancar bawah grafik turunin,Negative,Negative
Itu Update?,update,Positive,Positive
terbaik lah,baik,Positive,Positive
"best hoyo game inimah, diantara game hoyo yg lain ini yg paling ramah f2p",best hoyo inimah hoyo ramah fp,Positive,Positive
"animasinya ga kaku, reward ga pelit, desainnya karakter nya menarik, story nya juga bagus",animasi kaku reward pelit desain karakter tarik story bagus,Positive,Positive
"game nya bagus grafik juga bagus banget,tapi ini sistem gachanya kenapa sulit banget buat kita mendapatkan karakter sss sekalian dapat ss malah bukan karakter yang kita incar munculnya malah karakter lain,dari gw pertama kali download zzz ini gw entah sudah berapa banyak buat gacha mendapatkan karakter Ellen Joe gak dapat dapat lain kali di diperbaiki gw juga kesel aja gak dapat karakternya",bagus grafik bagus bangettapi sistem gachanya sulit karakter ss karakter incar muncul karakter laindari download gacha karakter ellen joe baik kesel karakter,Negative,Negative
Masih bagusan game pgr ketimbang ini,bagus pgr ketimbang,Positive,Positive
Tulung updatenya udah mulai extreme,tulung updatenya extreme,Positive,Positive
"Bagus, saya suka",bagus suka,Positive,Positive
Akhirnya liris udah lama banget nungguin ini game,liris tunggu,Negative,Negative
"Sulit untuk login bahkan beberapa kali tidak bisa login, sistem menyuruh buat verifikasi tapi page verifikasi ga muncul, terus nyuruh tunggu, sudah ditungguin lama masih sama",sulit login login sistem suruh verifikasi page verifikasi muncul nyuruh tunggu ditungguin,Negative,Negative
"Terlalu banyak loading screen yang menggangu, walau hanya sebentar tapi sangat banyak. Gameplay bermain puzzle TV yang terlalu banyak membuat malas bermain",loading screen menggangu sebentar gameplay main puzzle tv malas main,Negative,Negative
Opsional,opsional,Positive,Positive
Gamenya seru,seru,Positive,Positive
Bagus banget gamenya,bagus,Positive,Positive
"berat jem, tapi bagus",berat jem bagus,Positive,Positive
"sekarang jadi tidak kompeten di perangkat saya, tdinya masih bisa di mainkan",kompeten perangkat tdinya main,Negative,Negative
game baik 👍 no debat,no debat,Positive,Positive
kalau jamu nyari game yg punya combat visual keren bgt ini untk kamu bgt deh. tapi kalau kamu anak alim aku kurang rekomend krn character design nya freaky cho. selain itu tidak ada yg kurang sih. minus 1 bintang karena endgamenya susah 💔,jamu cari combat visual keren deh anak alim rekomend character design freaky cho minus bintang endgamenya susah,Negative,Negative
"Combat, karakter design, dan story udah lumayan bagus. Worldbuildingnya juga lumayan oke, meskipun masih ada beberapa hal yang perlu ditingkatkan (seperti bagian TV-TV itu). Menurut saya akan lebih baik jika sesi combatnya diperbanyak lagi, karena combat yang saya rasa paling bagus di game ini.",combat karakter design story lumayan bagus worldbuildingnya lumayan oke tingkat tvtv sesi combatnya banyak combat bagus,Positive,Positive
"BOI PAS MAU MASUK HARUS MELEWATI 7 GERBANG PEMBUKAAN LOADING YG LAMAAA BANGET, ion have a whole day just for u cuh 😭😭 gua udh nunggu kayak seharian buat login ini doang",boi pas lewat gerbang buka loading ion have whole day just for lu cuh gua tunggu hari login doang,Negative,Negative
Game gak bagus,bagus,Positive,Positive
"Game rpg terbaik, hp chipset d920 lancar banget walau harus 30fps bukan 60fps. Combat nya juga seru ada sistem parrynya juga. Kalo size ga masalah 20gb, 50gb pun tetep gw download🗿👍",rpg baik hp chipset lancar fps fps combat seru sistem parrynya size gb gb download,Negative,Negative
sorry for everything,sorry for everything,Negative,Negative
"1) optimalisasi lanjutan dan terkadang frame drop di beberapa momen tertentu seperti saat battle efek skill dan musuh yang banyak ataupun menjelajahi area yg memiliki kepadatan objek/npc seringkali mengalami frame drop yg cukup mengganggu, 2) kualitas render dan resolusi perlu ditingkatkan lagi, 3) mohon untuk tv/hdd dikurangi lagi penggunaannya dikonten konten ingame, 4) volume suara ingame juga terdengar cukup kecil walaupun sudah menaikkan tingkat volume perangkat maupun sistem suara di game",optimalisasi lanjut terkadang frame drop momen battle efek skill musuh jajah area milik padat objeknpc seringkali alami frame drop ganggu kualitas render resolusi tingkat tvhdd rang guna konten konten ingame volume suara ingame dengar naik tingkat volume perangkat sistem suara,Negative,Negative
"Gameplay seru, story menarik tapi kerasa singkat banget (kebiasaan genshin yang storynya panjang), dapet polycromenya juga mudah jadi enjoy banget dimainin",gameplay seru story tarik rasa singkat biasa genshin storynya polycromenya mudah enjoy dimainin,Positive,Positive
PEAK,peak,Positive,Positive
Kenapa gamenya jadi tidak kompatibel? Padahal sebelumnya kompatibel dan lancar main di handphoneku. Tolong jadikan kompatibel lagi,kompatibel kompatibel lancar handphoneku tolong jadi kompatibel,Negative,Negative
game mekanisme santai,mekanisme santai,Positive,Positive
Tv gameplay annoying af,tv gameplay annoying af,Positive,Positive
"bohong gacha nya 50/50 gue aja jarang banget menang rate off, sistem gacha nya ampas",bohong gacha jarang menang rate off sistem gacha ampas,Negative,Negative
"awalnya lancar main gak patah patah tapi sekarang sering patah patah padahal penyimpanan masih banyak, tolong di stabilkan jangan sampai yg lain kabur dengan masalah kenyamanan dalam bermain !!",lancar patah patah patah patah simpan tolong stabil kabur nyaman main,Negative,Negative
Game secara keseluruhan bagus tapi di optimalisasi kan untuk yg guna android agar tidak terlalu patah patah saat bermain itu aja sih,bagus optimalisasi android patah patah main,Negative,Negative
i just need more male S rank,just need more male rank,Positive,Positive
"Karakter S nya tolong di kembangkan lagi, ini sudah bagus, keren hoyo terimakasih",karakter tolong kembang bagus keren hoyo terimakasih,Positive,Positive
"Gue sudah uninstall, Game nya suka keluar sendiri.. Kalau untuk permainan nya cukup bagus Hanya itu aja kendala nya suka foreclose😑😑😑",uninstall suka main bagus kendala suka foreclose,Positive,Positive
WE GONNA BUY BURGER BANGOR WITH 40% DISCOUNT WITH THIS ONE🗣️🗣️❗❗,we gon na buy burger bangor with discount with this one,Positive,Positive
"ahir nya loading nya udah di fix, terimakasih hoyo sudah mendengar suara kami",ahir loading fix terimakasih hoyo dengar suara,Positive,Positive
"Gila permintaan gua soal permasalahan kompatibel diperbaiki sama mihoyo, sesuai janji gua bakal tambahin bintang nya dari dua jadi 5 untuk kepedulian ke player nya 😁 gua bukan bot atau di bayar sama hoyo ye btw. Sekali lagi makasih loh 🥰",gila minta gua masalah kompatibel baik mihoyo sesuai janji gua tambah bintang peduli player gua bot bayar hoyo ye btw terima kasih loh,Negative,Negative
mana 160 jt lapangan kerj eh. 160× pull free yg kau janjikan,juta lapang kerj eh pull free kau janji,Positive,Positive
"bagus sih game nya, lumayan juga bansos nya buat newbie aku juga main game hiyoverse yg lain jdi ak tw bansos zzz lumayan banyk dri game hoyo yg lain",bagus lumayan bansos newbie hiyoverse tau bansos lumayan banyk hoyo,Negative,Negative
GOONER GAME = PEAK,gooner peak,Positive,Positive
"game tergokil dari yang tergokill, bikin update yang baguss terusa Yakk dan banyakin event gratis yang menguntungkan player gratisan😹😹",tergokil tergokill bikin update bagus rusa banyak event gratis untung player gratis,Positive,Negative
jangan pakai hp kentang hehe,pakai hp kentang hehe,Positive,Negative
mid,mid,Positive,Positive
"Setelah update 2.5, hp ku stuck di 100% konfigurasi terus force close. padahal patch lalu baik baik aja.",update hp ku stuck konfigurasi force close patch,Negative,Negative
"Di android 9 dapat bug black screen saat loading masuk game, terjadi di hp ROG phone 1 android 9 yg masih menggunakan driver opengl es lama",android bug black screen loading hp rog phone android driver opengl es,Negative,Negative
"menurutku ini game keren abis, gila pokoknya, tapi ya.....buat kalian semua, harus siapkan device yg mumpuni...... sekian",turut keren habis gila pokok yabuat siap device mumpuni sekian,Negative,Negative
Best,best,Positive,Positive
"Mirip HI3 tapi dengan grafis dan mekanisme yang baru, dan jelas lebih orisinil, mantap si ini, enjoy banget mainnya sama nikmatin story nya yang ga terlalu kompleks",hi grafis mekanisme orisinil mantap enjoy main nikmat story kompleks,Positive,Positive
Wow,wow,Positive,Positive
"suka gamenya tapi, gak suka panas : )",suka suka panas,Positive,Positive
optimalisasi yang buruk,optimalisasi buruk,Negative,Negative
"saat ingin memainkan game, ketika loading screen login tiba-tiba keluar tidak jelas. padahal ram dan storage masih banyak. padahal memakai device samsung s25fe",main loading screen login tibatiba ram storage pakai device samsung sfe,Negative,Positive
Best:3 maen di PC. mobile di uninstall soalnya background hitam (hp ai kentang buat Zenless walaupun game laen sejenis msh aman walaupun setting medium/low),best pc mobile uninstall background hitam hp ai kentang zenless jenis aman setting mediumlow,Negative,Positive
"aku sudah mainin, dan grafik high tp knp burem ya?",mainin grafik high buram,Negative,Negative
"Kejar saja Dunia kawan, sampai HP kalian rusak dan memori penuh atau rela hidup miskin demi mengejarnya, koleksi semua game Mihoyo dan tamatkan semuanya apakah kalian mampu? Yang ada kalian makin tertinggal dan terbudak olehnya. Ini game khusua bagi sultan gamer butuh chipset high end Snapdragon 8gen. Adapun hasilnya hanya membodohi kalian. Uang segitu mending di sumbangkan ke warga miskin",kejar dunia kawan hp rusak memori penuh rela hidup miskin kejar koleksi mihoyo tamat tinggal budak khusua sultan gamer butuh chipset high end snapdragon gen hasil bodoh uang segitu mending sumbang warga miskin,Negative,Negative
"Bgm,effect,battle 10/10 ada mekanik Parry yg seru bet cuy puas banget main ini game pas santai kalau gacha emang agak kintil tapi yaa karakter A pun masih bisa dipake di semua setiap karakter dapat story masing-masing.",bgmeffectbattle mekanik parry seru cuy puas pas santai gacha kintil karakter pakai karakter story masingmasing,Positive,Positive
tambahin mode lain kurangin mode tv,tambah mode kurang mode tv,Positive,Negative
very lag when playing on android,very lag when playing on android,Positive,Positive
"story terlalu repetitif,boring duluan sebelum sampai ke bagain karna yg dibawain cuma gitu gitu doang,udah gitu part yg sama diulang 4 5x.",story repetitifboring duluan bagain dibawain doangudah part ulang,Positive,Positive
"Di Hp mid masih ada frame drop,Tolong tingkatkan lagi performanya",hp mid frame droptolong tingkat performa,Positive,Positive
"Bagus, sisa optimisasi",bagus sisa optimisasi,Negative,Negative
"game bagus tapi ada bug di rahasia agen kucing dan tikus bagian dua,tolong developer fix dong",bagus bug rahasia agen kucing tikus duatolong developer fix,Negative,Negative
"Kalian yang ngasih B1 ada masalah hidup apa? Protes map? Bro ini game baru 3 bulan belum 7 tahun lu bandingkan ZZZ sama HI agak tolol, protes loading lama mending priksain jaringan lu atau HP lu, kentang mah kentang aja gak usah nyalahin devnya, terus ada protes mode TV di persempit, ya kan itu yang kalian mau, emang serba salah hoyo, penyimpanan kegedean buat game kayak gini, kalau lu emang niat main ya artinya lu udah kudu ganti HP, gak malah nyalahin hoyo karena HP lu yang udah kentang",asih hidup protes map bro tahun banding hi tolol protes loading mending priksain jaring hp kentang mah kentang salah devnya protes mode tv sempit serba salah hoyo simpan gede niat kudu ganti hp salah hoyo hp kentang,Negative,Negative
"device ku poco x6 pro main genshin rata kanan lancar jaya, tapi main nih game walaupun grafis terendah sama medium ngelag nya minta ampun ampe kesel gw",device ku poco pro genshin rata kanan lancar jaya grafis rendah medium ngelag ampun kesel,Negative,Negative
"terjadinya force close, tambahkan supaya layar bisa zoom in dan zoom out karakter.",force close tambah layar zoom zoom out karakter,Positive,Positive
game nya bagus keren banget lah tapi kasih gw ju fufu woy! gw udah main nih game buat dapet ju fufu tadi dapet S tapi bukan Ju fufu sialan nih game!! kasih gw ju fufu!!!!!!!!!!!!!!,bagus keren kasih ju fufu woy ju fufu ju fufu sial kasih ju fufu,Positive,Positive
Hitam semua layar ya asu game bug ini mah,hitam layar asu bug mah,Negative,Negative
worth it,worth,Positive,Positive
Wow wow wow wow,wow wow wow wow,Positive,Positive
"Main genshin , pgr , hsr dll lancar , giliran maen zzz pnas bet njir",genshin pgr hsr dll lancar gilir pnas anjir,Negative,Negative
"gameplay bagus asli parah , cuman ada saran buat setting poco F6 gk min? udh rata kiri tetap aja lag parah 😭 apakah saatnya pensi main ZZZ semenjak update v2.0",gameplay bagus asli parah cuman saran setting poco min rata kiri lag parah pensi semenjak update,Negative,Negative
"yang bilang game Gooner tu, emang Gooner😝 wong saya suka kok",bilang gooner gooner suka,Positive,Positive
"Game nya keren, ini Persona nya mobile, dari Game play, area semua mirip game persona nya playstation Pokok nya kereeeennn banget 👍 🫶",keren persona mobile play area persona playstation pokok keren,Positive,Positive
The best absolute cinema cutscene,the best absolute cema cutscene,Negative,Negative
"Ada tanggal open servernya, ada aja masih rating 1 comment ga bisa dibuka. Sdm rendah ya gini",tanggal open servernya rating comment buka sdm rendah,Negative,Negative
"Layar mendadak freeze di layar loading, tidak bisa masuk, akan langsung force close. Ini masalah dan keluhan banyak player, gamenya tidak diperhatikan. Butuh pertanggung jawaban.",layar dadak freeze layar loading force close keluh player perhati butuh tanggung,Negative,Negative
"nice game, sekarang sudah agak lancar. sepertinya sudah banyak optimalisasi walaupun di kota tetep lag. tapi yang penting sih Combat nya lumayan lancar karena game ini fokus Combat bukan eksplorasi",nice lancar optimalisasi kota lag combat lumayan lancar fokus combat eksplorasi,Negative,Positive
"Menarik gamenya. Awal rilis coba maen bisa. Abis tu patch 1.1 perangkat g mendukung!?? Lah. Sekarang 24/9 bisa lagi. Tapi dah Malas,ketinggalan patch.",tarik rilis coba habis patch perangkat dukung deh malasketinggalan patch,Positive,Positive
Baru donlod hehe,donlod hehe,Positive,Negative
"Worst gaming experience yet, literally Zzz",worst gaming experience yet literally zzz,Positive,Positive
"terimakasih sudah membantu, saya naikan ke 4 dulu karena masih ada framedrop dengan setting grafik lowest.",terimakasih bantu naik framedrop setting grafik lowest,Positive,Positive
game makin berat dan masih belum dioptimalkan karena ada beberapa bug yang bikin kesulitan saat battle.,berat optimal bug bikin sulit battle,Negative,Negative
"ini kenapa dah sering ngefreeze layar nya tpi masih lanjut game nya, update sebelum nya ga gitu dah",deh ngefreeze layar update deh,Positive,Negative
Bagus,bagus,Positive,Positive
game jelek,jelek,Negative,Negative
I love billy,love billy,Positive,Positive
I LOVE IT,love,Positive,Positive
Actually i don't know how to explain this game but I'll give love for HOYOVERS,actually dont know how explain this but ill give love for hoyovers,Positive,Positive
Keren visual memanjangkan mata 👍🏼,keren visual panjang,Positive,Positive
"langsung download 32 gb bjir😹, mana storage hp gw ga muat lagi. oke dah, gw terpaksa lanjut main lewat cloud. untuk gamenya, sangat bagus. apalagi VA Englishnya yang benar2 menjiwai",download gb bjir storage hp muat oke deh paksa cloud bagus va englishnya jiwa,Negative,Negative
Ternyata game baik meski 60% kikir,kikir,Positive,Positive
karena gw pernah main ni game pas awal rilis gw kasih bintang 1,pas rilis kasih bintang,Positive,Positive
"tambahkan fps unlimited di mobile, fitur zoom in zoom out pada karakter",tambah fps unlimited mobile fitur zoom zoom out karakter,Positive,Positive
make manato s rank,pakai manato rank,Positive,Positive
"thanks telah di fix Bug versi 2.7, sekarang main jadi lebih smooth, di highest.",thanks fix bug versi smooth highest,Positive,Positive
Jelek banget tv simulator bikin ngantuk,jelek tv simulator bikin ngantuk,Negative,Negative
"hai,saya ingin menyampaikan saran atau kritik masukan untuk game, saya suka sama game ini,tpi game nya terlalu memakan banyak ram jadi kadang gampang ngelag,terus saat mengkompilasi data atau shading suka force close sendiri,tolong di optimasi lgi untuk device kelas menengah, device: Infinix Hot 50",haisaya saran kritik masuk suka initpi makan ram kadang gampang ngelagterus kompilasi data shading suka force close sendiritolong optimasi device kelas tengah device infinix hot,Negative,Negative
Suka ngefrezze trus ujungya force close sendiri.,suka ngefrezze ujungya force close,Positive,Negative
"game bagus, obat setres serta obat pata hati Disaat aku melihat dia sama yang lain. btw tolong tambahin mode pvp antar player donh",bagus obat tres obat pata hati saat btw tolong tambah mode pvp player donh,Negative,Negative
mantap!,mantap,Positive,Positive
I love Ellen Joe,love ellen joe,Positive,Positive
ni game rusak gak jelas,rusak,Negative,Negative
the best game sih🤭,the best,Positive,Positive
sehat sehat game baik,sehat sehat,Positive,Positive
"untuk mode tv mohon jangan dihilangkan kurangi saja, dan saran saja saat gampad tersambung mohon otomatis ubah ke layout controller tidak perlu lagi ke pengaturan",mode tv hilang kurang saran gampad sambung otomatis ubah layout controller atur,Negative,Negative
"ini game paling bagus hoyoverse sih menurut gua, soalnya sensasi battle berasa epic banget pergerakan kamera nya bagus, dan yg paling penting ni game ramah F2P (player gratisan)",bagus hoyoverse gua sensasi battle asa epic gera kamera bagus ramah fp player gratis,Positive,Positive
china ini lg stress atau butuh uang yha update shiyu defense makin susah yg lama shiyu defense 7 sudah setengah mati ngalahinnya sekarang shiyu defense nya tambah 3 boss nya dan butuh banyak karakter wuwa hbis update juga susah karena ada mekanik break baru karakter rate up di honkai star rail character type break lu mau bikin hype apa sih ga jelas banget,china stres butuh uang update shiyu defense susah shiyu defense mati ngalahinnya shiyu defense bos butuh karakter wuwa habis update susah mekanik break karakter rate up honkai star rail character type break bikin hype,Negative,Negative
"mantep sih makin banyak hadiah dan event,tapi saran aja jarak antar banner agak sedikit dilamain biar dari keanggotaan cukup dapet polynya dan perbanyak b4 yang berguna sih kayak pan yinhu,nicole atau lucy gitu",mantap hadiah eventtapi saran jarak banner dilamain biar anggota polynya banyak guna yinhunicole lucy,Negative,Negative
"gameplay ama ceritanya saya suka tapi tolong lebih optimizdkan gameplay soalnya masih sering patah patah saat main, jadi males main",gameplay cerita suka tolong optimizdkan gameplay patah patah malas,Negative,Negative
"kekurangannya cuma karakter malenya ga banyak, tpi dri segi cerita dan visual udah bagus bangett, ga pelit resources juga",kurang karakter male segi cerita visual bagus pelit resources,Negative,Negative
"Developer jahat gw udh spin Miyabi berkali-kali gk pulang"" jir🙄😹",developer jahat spin miyabi berkalikali pulang jir,Negative,Negative
Bagi yg bilang game nya berat karna 17gb update Percaya lah gw maen pake hp adek gw SnD 695 bisa tanpa legger di fps 30,bilang berat gb update percaya pakai hp adek snd legger fps,Positive,Negative
"game keren, yang ditunggu tunggu",keren tunggu tunggu,Negative,Negative
Tv mode nya ngerusak ini game padahal game nya dah bagus tp gara2 mode tv buang2 eaktu bgt lu kira kita oengguran apa main jalan vulak balik di tv mode kek apa tau,tv mode ngerusak deh bagus gara mode tv buang eaktu oengguran jalan vulak tv mode tau,Negative,Negative
"Game bagus tapi sayang eksekusi konten end gamenya jelek,kayak di shiyu defense contohnya.ada musuh yg ngeblink2 ngilang ,trus ada momen pas ngilang musuhnya gak bisa di hit.Kita kehilangan waktu hampir 10 detik.mau gak mau kalo mau efektif kek dipaksa ngedamage yg gedhe di waktu musuhnya bisa di hit.Krn sisa waktunya kebuang buat animasi. Untuk sekarang sih bisa fullstar tapi lama2 hal gini kalo dinormalisasikan bakal jadi kebiasaan devnya. Lebih suka musuh yg adu mekanik,bukan adu animasi",bagus sayang eksekusi konten end jelekkayak shiyu defense contohnyaada musuh ngeblink hilang momen pas hilang musuh hitkita hilang waktu detikmau efektif paksa ngedamage gedhe waktu musuh hitkrn sisa buang animasi fullstar normalisasi biasa devnya suka musuh adu mekanikbukan adu animasi,Negative,Negative
Pity gacha 100 ? Game play terlalu cepat bikin bosen,pity gacha play cepat bikin bosan,Negative,Negative
game mantap 😁👍🏿,mantap,Positive,Positive
Keren banget Zenless Zone Zero,keren zenless zone zero,Positive,Positive
main sendirian itu ga enak.. coba tambahin coop atau party dengan player lain... game tema hack and slash tapi solo itu bosennya looping,coba tambah coop party player tema hack and slash solo bosennya looping,Positive,Negative
"ngak bisa login (terlalubanyak request ),, speed donload lemot banget",login terlalubanyak request speed donload lot,Negative,Negative
"tolong banget dan butuh solusi masalah bug setelah update 2.0 saya mendapatkan bug quest,sebelum update,saya bermain quest balas dendam virtual yang belum saya selesaikan,tapi ketika update 2.0 saya malah tidak bisa melanjutkan quest special ini sebelum bug terjadi saya keluar story ketika Yanagi dan worker H.I.A sudah selesai conversation,setelah saya cek besok nya sekaligus update 2.0 saya malah tidak bisa melanjutkan quest dan tidak ternavigasi untuk melanjutkan nya mohon perbaiki bug ini",tolong butuh solusi bug update bug questsebelum updatesaya main quest balas dendam virtual selesaikantapi update lanjut quest special bug story yanagi worker hia selesai conversationsetelah cek besok update lanjut quest navigasi lanjut baik bug,Negative,Negative
"Optimasi di HP jelek banget, sering framedrop semenjan update Outer Ring kalo gak salah. Patch awal padahal lancar loh.",optimasi hp jelek framedrop semenjan update outer ring salah patch lancar loh,Negative,Negative
stuck dipilih server. gk bisa diapa apain. cuma tv doang yg ganti chanel,stuck pilih server apa apa tv doang ganti chanel,Negative,Negative
Sehat sehat game baik,sehat sehat,Positive,Positive
"Sebenernya gw suka, semua game dr hoyoverse. Tp sayang hp gw dgn snpdrgon 860 udh g bisa main ini game. Krna patah², framenya, trs ngfrze ga nyaman jdinya ya sadar diri. Maen sbntar doang trs g kuat ya udh🙂. Gw selalu support hoyoverse dg game yg mereka kmbangkan mulai dr GI, HSR, trs ZZZ🫰🏻",suka hoyoverse sayang hp snpdrgon patah framenya ngfrze nyaman jdinya sadar sbntar doang kuat support hoyoverse kmbangkan gi hsr,Negative,Positive
Harga Item terlalu mahal & reward dari in game nya pun terlalu sedikit sekali,harga item mahal reward,Positive,Positive
ga kompe,kompe,Positive,Positive
Downloadnya sih 17gb an setelah selesai jadi 19gb hampir 20gb...kurang memuaskan untuk ukuran gamenya seisinya...gacha pun sama seampas2 nya game gacha masih mendingan di Genshin (-_-) Belum ada sehari udah tak hapus gamenya.,downloadnya gb an selesai gb gbkurang muas ukur seisinyagacha ampas gacha mending genshin hari hapus,Negative,Negative
"mantap, agak berat tapi gameplay memuaskan, sering bansoss, jarang kalah rate off (di beberapa akun aja)",mantap berat gameplay muas bansoss jarang kalah rate off akun,Positive,Positive
Kadang saat saya gabut atau ingin main game bagus saya memilih Zenless zone karena game ini sangat menarik,kadang gabut bagus pilih zenless zone tarik,Positive,Positive
"seru sih, gk kikir kayak game satunya",seru kikir satu,Positive,Positive
"Anak2 skip aja ya de, selera milenial.",anak skip deh selera milenial,Positive,Negative
Udah enggak sabar,sabar,Positive,Positive
Animasinya memuaskan !,animasi muas,Positive,Positive
"mungkin anda bisa memperbaiki game ini untuk semua player yang device nya rendah , karena kami mengalami full layar hitam dan kami mohon untuk mengoptimalkan nya secepatnya",baik player device rendah alami full layar hitam optimal cepat,Negative,Negative
"gameplay seru style world nya colorful abis, wuwa tapi versi simple sih good job mihoyo 👍🏻",gameplay seru style world colorful habis wuwa versi simple good job mihoyo,Positive,Positive
a best combat game for fun 🤣🤣,best combat for fun,Positive,Positive
Game ya bagus,bagus,Positive,Positive
"entah kenapa sangat mengecewakan makin kesini tuh, terutama dengan adanya karakter baru yen shunguang kayak di segi ceritanya terlalu memaksakan pada salah satu karakter tersebut, lalu makin kesini ceritanya semakin memakan waktu yang lama yg misalkan di dalam perjalanan misi selalu bertarung dan bertarung lagi meskipun dengan mosnter yang kecil dan biasa namun itu terlalu memakan waktu bermain dan sehingga terasa bosan juga. Tolong kedepannya untuk misi itu yang mudah, cepat, dan fleksibel.",kecewa kesini tuh karakter yen shunguang segi cerita paksa salah karakter kesini cerita makan waktu jalan misi tarung tarung mosnter makan waktu main bosan tolong depan misi mudah cepat fleksibel,Negative,Negative
Game nya asli kikir dan saya sudah gacha dan lewat pity masih tak dapat karakter yang saya ingin kan dan ini game agak berat padahal device saya lumayan memumpuni,asli kikir gacha pity karakter berat device lumayan mumpuni,Positive,Positive
"I hope in the future hoyoverse can make a game that can operate worldwide in Tokyo, Japan so that occasionally we can feel what it's like to go to Japan and enjoy the experience of traveling there. One more thing, honestly I am a little disappointed with the existence of the dungeon in the game zenless zone zero because what I want is a direct battle in the city of Tokyo itself, so make the game feel more exciting please hoyoverse keep up the spirit of working.",hope the future hoyoverse can pakai that can operate worldwide tokyo japan sok that occasionally we can feel what its like go japan and enjoy the experience of traveling there one more thing honestly little disappointed with the existence of the dungeon the zenless zone zero because what want is direct battle the city of tokyo itself sok pakai the feel more exciting please hoyoverse keep up the spirit of working,Negative,Positive
"nice game, pitynya kadang bagus kadang jelek, tapi story lebih bisa dinikmatin khususnya orang yang kurang suka fantasi isekai, sayang semakin lama update size semakin besar dan game makin berat, akhirnya diuninstall karena terlalu berat",nice pitynya kadang bagus kadang jelek story dinikmatin suka fantasi isekai sayang update size berat diuninstall berat,Positive,Positive
"Bagus kok, jangan dengerin haters",bagus dengar haters,Negative,Positive
"Sebelumnya saya sudah memiliki akun dengan progres yang cukup jauh, kemudian mencoba mendaftarkan username. Saat relogin info login kadaluarsa dan akun saya hilang sehingga memulai dari awal. Keren sekali",milik akun progres coba daftar username relogin info login kadaluarsa akun hilang keren,Negative,Negative
Why do I always not get new characters when I play this game even though I've been playing for a while and the gacha is very difficult?,why always not get new characters when play this even though ive been playing for while and the gacha is very difficult,Negative,Negative
"Game The Best, komunitas nya asik tapi banyak Furry nya jir😹😹",the best komunitas asik furry jir,Negative,Negative
Game sampah apalah coba bosnya susah bener padahal level lebih tinggi player benerin napa tolol,sampah apa coba bos susah level tinggi player benerin tolol,Negative,Negative
"Story,musik, dan battle nya sih seru yh, cuma saya kurang suka mode explore nya yg masuk ke TV, cukup ngebosenin.",storymusik battle seru suka mode explore tv ngebosenin,Positive,Positive
"server gagal masuk untuk hari ini,,",server gagal,Negative,Negative
Seru gamenya,seru,Positive,Positive
"Dear dev, please make it offline mode too, because sometimes it's difficult to get a signal here",dear dev please pakai offline mode too because sometimes its difficult get signal here,Negative,Negative
kirain ada kuemungkinan jadi kompitqbel..pdahal ram 8gb..yaudalh main genshin aja amq hsr..,kuemungkinan kompitqbelpdahal ram gbyaudalh genshin amq hsr,Positive,Negative
"‎Makin Ke sini bukanya makin Bagus Ini game, Malah makin Susah Di mainkan nya, Dari segi bos nya aja udah ngaco pola serangan nya susah di tebak, Makin malas main kalo nanti Update masih gak berubah kemungkinan besar dah malas main game nya SUDAH CAPE KASIH SARAN BERAPA KALI TAPI GAK BERUBAHDari Pertama rilis baru sekarang sekarang kecewa berat Saya hanya punya Skill Rendah dalam main game ini jadi tolong permudah gamenya Agar yang punya kemampuan rendah dalam game ini bisa teratasi.",buka bagus susah main segi bos aco pola serang susah tebak malas update ubah deh malas capek kasih saran berubahdari rilis kecewa berat skill rendah tolong mudah mampu rendah atas,Negative,Negative
MANATO-KUN!!!,manatokun,Positive,Positive
"Game monoton,bosan gw maen game gacha",monotonbosan gacha,Positive,Positive
peak,peak,Positive,Positive
"Yg kasih bintang 1 pasti hp nya kentang maksa buat main, jgn ya dek ya,",kasih bintang hp kentang maksa dek,Negative,Negative
