Review_Text,Review,Sentimen_Asli,Sentimen_Prediksi
games... best.. pokoknya.... semoga... buat player baru... untuk developer ya.. semoga gacha ya di mudah kan.. supaya player baru bisa dapet hero s+ gampang.. itu saja,games best pokok moga player developer moga gacha mudah player hero gampang,Negative,Negative
"game bagus udah, lu pada yang main suka frame drop sadar diri njir",bagus suka frame drop sadar anjir,Negative,Negative
keren,keren,Positive,Positive
ampas2 udah hapus semua data sampe 28 gb masih gak bisa download data zzz nya kecewa aku,ampas hapus data gb download data kecewa,Negative,Negative
"Kecewa wak... Pity aku ampas, bukanya dapet miyabi malah dapet koleda 😔",kecewa wak pity ampas buka miyabi koleda,Negative,Negative
"Tolong untuk optimalisasinya segera ditingkatkan, percuma kalau waifu banyak kalau optimalisasinya kurang. Jadi ga nyaman mainnya 😔",tolong optimalisasi tingkat waifu optimalisasi nyaman main,Positive,Negative
Sejauh ini fine fine aja sih ane pakai device infinix gt 10 pro set graphics smooth/med 60 fps enak parah,fine fine ane pakai device infinix pro set graphics smoothmed fps parah,Negative,Negative
Finally bisa download lewat PlayStore,finally download playstore,Negative,Negative
gamenya ramah buat saya yg hpnya sedikit kentang Terima kasih buat anniversarynya,ramah hpnya kentang terima kasih anniversarynya,Positive,Positive
makin ngeleg ga dioptimalkan,ngeleg optimal,Positive,Positive
EASY 10/10 RATING!!,easy rating,Positive,Positive
"Game yang seru untuk pecinta pertarungan epik ,juga memberikan gaya bertarung yang menarik",seru cinta tarung epik gaya tarung tarik,Positive,Positive
"Cerita, grafik dan desain karakter sangat memuaskan, cuman mungkin masih kurang optimal ketika di kota besar, fps sering turun ketika berada di kota",cerita grafik desain karakter muas cuman optimal kota fps turun kota,Negative,Negative
Lets goooo too battel 🤩🤩🤩,lets go too battel,Positive,Positive
Manato is an A rank? I'm quitting this game bye~,manato is an rank im quitting this bye,Negative,Positive
"nice,Jane doe😋😋",nicejane doe,Positive,Positive
"makin lama makin berat ni game, performanya menurun ga kyk dlu. sekarang banyak frame dropnya",berat performa turun frame drop,Negative,Negative
Emang hoyo ini keren banget,hoyo keren,Positive,Positive
Bagus,bagus,Positive,Positive
Tolong tambahkan pilihan 45fps di menu pengaturan grafik,tolong tambah pilih fps menu atur grafik,Negative,Negative
"Login lama di Lobby, akun mihoyo yang sering hilang, Pas main TV semua , Penyimpanan yang hampir menyamai kakak nya, bintang 5",login lobby akun mihoyo hilang pas tv simpan sama kakak bintang,Negative,Negative
CoA aja gameplay nya mirip-mirip masih 60fps an lha ini cuma dapat 30fps nguwawor mihoyo cok,coa gameplay miripmirip fps an fps nguwawor mihoyo cok,Negative,Negative
Buat gameplay di Hp Poco m6 lumayan lancar apalagi buat grafik medium - High,gameplay hp poco lumayan lancar grafik medium high,Positive,Negative
Awesome battle mecanisme,awesome battle mecanisme,Positive,Positive
Terimakasih game baik,terimakasih,Positive,Positive
"udh bagus cuma di hp saya ada bug backgroundnya semua hitam kecuali karakter,npc sama uinya. tolong harap di perbaiki bugnya",bagus hp bug backgroundnya hitam kecuali karakternpc uinya tolong harap baik bugnya,Negative,Negative
Gacha ampas rate off,gacha ampas rate off,Negative,Negative
"Mantaaapp , walaupun masih belum sepenuhnya optimal , tapi hp gw bisa main lancar , game MIHOYO tidak perlu di ragukan lagi👍",mantap sepenuh optimal hp lancar mihoyo ragu,Positive,Positive
"berniat ingin kembali bermain malah sering restart, perangkat saya ROG 8, bermain game lain aman, hanya game ini 🥲",niat main restart perangkat rog main aman,Negative,Negative
"Sering banget Force close, pas battle set rata kanan pun lancar tapi ketika cek archievment/lihat menu lainnya selalu terjadi FC tiba2 dan itu sangat mengganggu jadi gak nyaman lama2 main ini game",force close pas battle set rata kanan lancar cek archievmentlihat menu fc ganggu nyaman,Negative,Negative
I love it,love,Positive,Positive
"Suasana nya hidup,bagus sekali cuman kadang kadang ngedrop",suasana hidupbagus cuman kadang kadang ngedrop,Positive,Positive
"ilangin mode tv kebanyakan di banding kan combat battle nya, mikir dikit lu jualan gameplay apa jualan TV ngento***",ilangin mode tv banyak banding combat battle mikir dikit jual gameplay jual tv ngento,Negative,Negative
"kurang optimal untuk mobile, terlalu berat. mulai banyak leg sejak update 2.0",optimal mobile berat leg update,Negative,Negative
Game kikir,kikir,Positive,Positive
Game yang hebat...tapi entah kenapa sering freme drop...game hoyo lainnya aja ngak perna freme drop..ini game cocok buat pc,hebattapi freme dropgame hoyo freme dropini cocok pc,Negative,Negative
Good,good,Positive,Positive
"aku rela ganti device hp setiap bulan buat mainin gamenya hoyo, entah kenapa ada sesuatu yang hilang sama ciri khasnya waktu awal rilis dengan sekarang, tapi gatau apa yg hilang.. vibesnya sudah mulai berbeda sejak 1.8, mungkin aku rindu dengan vibes zzz dulu yang lebih mirip City punk tapi sekarang lebih ke Fantasy, semoga zzz bisa memunculkan vibes nya yang dulu, karena itu adalah alasan ku bermain zzz.. oh iya... kapan harumasa rerun 🥲 semangat! semoga zzz menjadi game yang makin memukau!",rela ganti device hp mainin hoyo hilang ciri khas waktu rilis tau hilang vibesnya beda rindu vibes city punk fantasy moga muncul vibes alas ku main oh iya harumasa rerun semangat moga pukau,Negative,Negative
Yang kasih 1 star HP lu aja kentang anj makanya beli HP dulu bukannya top up,kasih star hp kentang anjing beli hp top up,Negative,Positive
Mantap,mantap,Positive,Positive
"Sejauh ini story dan experience game sudah memuaskan, hanya aja masih butuh optimalisasi lagi",story experience muas butuh optimalisasi,Positive,Positive
Force close d spek snapdragon 7 gen 3,force close spek snapdragon gen,Negative,Negative
25gb gelo☕🗿,gb gelo,Negative,Negative
Thanks gamenya sudah di support compatible di heliog96,thanks support compatible heliog,Positive,Positive
MIYABI MY LOVEEEEEEE ❤,miyabi my love,Positive,Positive
Game op untuk pc,op pc,Positive,Positive
bagus bgt min gamennya,bagus min gamennya,Positive,Positive
Gelo size,gelo size,Negative,Negative
"Hello developer, I have a message please fix the black screen problem at the start of entering the game it really annoys me because it can't pre download I have tried restarting my device and still the black screen. I have also tried downloading the game many times and there is still a black screen, please fix it",developer have message please fix the black screen problem at the start of entering the really annoys me because cant pre download have tried restarting my device and still the black screen have also tried downloading the many times and there is still black screen please fix,Negative,Negative
low device is not allowed 😭,low device is not allowed,Positive,Positive
Untuk game sudah bagus dari segi grafis dan gameplay nya tapi sangat disayangkan untuk pemberian reward sangat sedikit sehingga susah untuk f2p mengejar karakter yang di ingin kan,bagus segi grafis gameplay sayang beri reward susah fp kejar karakter,Negative,Negative
bagus,bagus,Positive,Positive
mantabb,mantab,Positive,Positive
nice game 👍👍🤝,nice,Positive,Positive
Udh bagus tinggal di banyakin event lagi,bagus tinggal banyak event,Negative,Negative
"Gamenya bagus tapi posisi tombol logout tolong dipindah, harus masuk ke menu lain untuk pencet tombol log out itu kurang efisien dan agak menggangu karena tombol log out itu tombol yang cukup sering dipakai. Mungkin bisa di pindah di bagian menu bersama menu achievement, gacha, gudang dll.",bagus posisi tombol logout tolong pindah menu pencet tombol log out efisien menggangu tombol log out tombol pakai pindah menu menu achievement gacha gudang dll,Negative,Negative
Nice Game,nice,Positive,Positive
Sisanya udah bagus tapi tolong dong tambahkan fitur hapus quest terdahulu sama kayak di genshin impact dan honkai star rail agar size gamenya gak terlalu besar,sisa bagus tolong tambah fitur hapus quest genshin impact honkai star rail size,Negative,Negative
"ini game peak banget bjir. character writing+story telling nya bagus, mekaniknya asik, mines optimalisasinya yg kureng. mohon buat lebih baik lagi🙏",peak bjir character writingstory telling bagus mekanik asik mes optimalisasi reng,Positive,Positive
makin kesini design nya makin jelek,kesini design jelek,Negative,Negative
"Kerene banget game nya, apa lagi dengan grafik nya, oya min tolong dong perbanyak hadiah nya!",kerene grafik oya min tolong banyak hadiah,Negative,Negative
"Gem baik, nekomiya dan miyabi🥰",gem nekomiya miyabi,Positive,Positive
"Warning :Shader error, gimana cara memperbaikinya di pc?",warning shader error baik pc,Negative,Positive
Kasih gw banyak karakter S aja sih,kasih karakter,Positive,Positive
good game 🎮🎮,good,Positive,Positive
Makasih ellen joe di pity 10 nya ❤❤🥰🥰🥰❤❤❤😘😘😍😘,terima kasih ellen joe pity,Positive,Positive
lagging force close android,lagging force close android,Negative,Negative
"Sangat suka,gamenya seruu",sukagamenya seru,Positive,Positive
"Dari semua masalah keknya cuma ada 1 masalah yang emang rada mengganggu kadang suka nge-freeze tiba2 udah itu aja, tolong optimalisasi nya 😄🙏",kayak rada ganggu kadang suka ngefreeze tolong optimalisasi,Negative,Negative
"paling sering fps nya aja yang sering drop, terus kalo abis update selalu ada bug baru kaya animasi gacha yang tiba tiba ke skip, padahal sebelum update ngga gtu, yaa itu aja sih selain itu aman aja, sehat sehat game baik",fps drop habis update bug animasi gacha skip update aman sehat sehat,Negative,Negative
sangat menyenangkan bermain zzz,senang main,Positive,Positive
hp kentang minggir dulu👍,hp kentang minggir,Positive,Positive
Kerja bagus,bagus,Positive,Positive
"When viewed from specific angle, the agent will appear faded worse update ngl.",when viewed from specific angle the agent will appear faded worse update ngl,Negative,Negative
semoga tdk power creep,moga power creep,Positive,Positive
Seru bgt cerita nya karakter mc kakak adiknya juga bagus dan jgn lupa ada diskon 40% burger bangor,seru cerita karakter mc kakak adik bagus lupa diskon burger bangor,Positive,Positive
Keren,keren,Positive,Positive
game nya si bagus tapi ini 28gb + Cok☠️ dan itu semua 25 GB cuman berisi geol geol doang jir🗿,bagus gb cok gb cuman isi geol geol doang jir,Negative,Negative
"Buatku ZZZ adalah game dengan gameplay yang beda dengan game yang sebelumnya pernah kumainin, juga game ini bisa dimainkan pakek controller jadinya lebih enak, tangan gk pegel pegang hp gamenya bagus, misi hariannya juga mudah banget, pokoknya best lah gamenya. Pas pertama kali nyoba ZZZ langsung suka mungkin karena kesannya beda dari game yang lain aja dan gak bikin bosen pas maininnya. Okelah ini ulasanku yang sedikit membingungkan karena aku juga bingung ini ngetik apaan, hehe🗿",buat gameplay beda kumainin main pakai controller tangan gel pegang hp bagus misi hari mudah pokok best pas coba suka kesan beda bikin bosan pas maininnya oke ulas bingung bingung etik hehe,Positive,Negative
"Pas gw login masuk ke menu mulai tiba-tiba akun gw di tuduh menggunakan aplikasi pihak ke tiga, padahal gw menggunakan android kenapa dituduh menggunakan pihak 3 ya, gw aja nggak bisa menggunakan aplikasi pihak ketiga loh ini game paling terburuk yang gw main serius, masa akun gw di banned selama 2075 emang game terburuk deh ini",pas login menu tibatiba akun tuduh aplikasi android tuduh aplikasi tiga loh buruk serius akun banned buruk deh,Negative,Negative
saya main saya melihat tv saya menggerakkan tv saya sedikit bertarung saya menggerakkan tv lagi 10/10 Recomended,tv gerak tv tarung gerak tv recomended,Negative,Negative
"Gacha kikir, event annoying",gacha kikir event annoying,Positive,Positive
why is this game have 50 gb space on pc? its too large for 1.0 version. You guys need to compress it more,why is this have gb space on pc its too large for version you guys need compress more,Negative,Negative
tòɓrut,trut,Positive,Positive
"Untuk fitur, karakter dan combat dalam game semua sudah baik, namun masih sering terjadi force close di beberapa fitur, terutama ketika akan meningkatkan level, skill, dan senjata karakter. Padahal cpu device saya sudah termasuk baik, bahkan ketika memainkan game lain masih dapat berjalan lancar tanpa force close.",fitur karakter combat force close fitur tingkat level skill senjata karakter cpu device main jalan lancar force close,Negative,Negative
Game gacha terbaik ❤️,gacha baik,Positive,Positive
"Aku punya permintaan, kasi hoki lah email nih, dari dulu main game hoyo gk pernah hoki nih email😔",minta kasih hoki email hoyo hoki email,Negative,Negative
"Definitely better than Genshin Impact, because the story, gameplay, and even cutscenes?! It's just so different. This game is absolute banger! Absolute Cinema ✋😐🤚",definitely better tahan genshin impact because the story gameplay and even cutscenes its just sok different this is absolute absolute cema,Negative,Negative
"dari semua game hoyo yang pernah gw mainin, cuman ni game yang bener2 jatuh cinta ma gw",hoyo mainin cuman jatuh cinta,Negative,Positive
game yang keren,keren,Positive,Positive
"tolong teman teman sekalian game ini adalah master piece bagi ku mungkin kalian suka dengan geme ini karena banyak hadiah menarik yang akan kalian claim saat update"" selanjutnya 🤩",tolong teman teman master piece ku suka geme hadiah tarik claim update,Negative,Negative
Nom Nom Shark,nom nom shark,Positive,Positive
Good game lah,good,Positive,Positive
"Mantap walau mode tv nya sedikit membosankan, sisanya udh mantapp",mantap mode tv bosan sisa mantap,Positive,Positive
"bug udah fix hehe, gamenya seru cuman berat aja",bug fix hehe seru cuman berat,Negative,Negative
"Loadingnya lama banget,,story nya keluar masuk gedung loading nya 1 menit bikin bosen",loadingnya bangetstory gedung loading menit bikin bosan,Negative,Negative
Baru Awal Rilis Size 17GB Gimana Kedepannya Ntar Ini Game Sebentar saja Ngalahin SIZE nya Ghensin Impact Mungkin 3-7 Bulan,rilis size gb depan entar sebentar kalah size ghensin impact,Negative,Negative
"optimalisasi dong hoyo, plis kalo aja ini game bagus optimalisasinya yakin yang maen lebih banyak dari genshill",optimalisasi hoyo plis bagus optimalisasi genshill,Positive,Positive
"game nya bagus pake banget, mau dari sisi penyampaian cerita, gameplay, grafik, animasi, bahkan sampai detail dari tiap karakter nya bener-bener udah bagus banget. tapi sayang karena hp ku yg emang udah ga sanggup, mau gamau terpaksa dihapus dulu gamenya untuk sementara",bagus pakai sisi sampai cerita gameplay grafik animasi detail karakter benerbener bagus sayang hp ku sanggup paksa hapus,Negative,Negative
"Semuanya bagus, dari segi alur cerita sampai desain karakter bagus banget cuma mohon untuk system' pencarian Polychrome lebih dibanyakin lagi buat player Free to play seperti saya untuk mendapatkan 1karakter beserta W-engine nya sedikit susah apalagi disini ada system' rate off dan rate on, jadi mohon kedepannya bisa untuk dipermudah atau di perbanyak ladang/farming Polychrome nya. Kembali lagi semuanya dari game ini sangat bagus pertahankan!!!",bagus segi alur cerita desain karakter bagus system cari polychrome dibanyakin player free play karakter serta wengine susah system rate off rate on depan mudah banyak ladangfarming polychrome bagus tahan,Negative,Negative
well ok ok lah terus punya permintaan juga kalo bisa collab ama kamen rider zeztz soalnya agak bavus juga,well ok ok minta collab kamen rider zeztz bavus,Positive,Positive
game terbaik👍💯 story yg sangat bagus 👍,baik story bagus,Positive,Positive
Baik banget developer nya kemarin gk kompatibel tapi pas sudah update 1.1 sudah bisa sekarang terus gameplay nya juga menarik saya sangat suka sistem parry nya bikin ketagihan game nya juga gak pelit soal polychrome tapi gacha ampas banget,developer kemarin kompatibel pas update gameplay tarik suka sistem parry bikin tagih pelit polychrome gacha ampas,Negative,Negative
Mantap,mantap,Positive,Positive
Bagus,bagus,Positive,Positive
"game nya seru,enak,petualangan nya seru bener bener bikin takjub. cuma saya nya aja yang males login",seruenakpetualangan seru bikin takjub malas login,Positive,Positive
"semoga developer membaca ini. saya berharap game zenless zone zero ini mendapatkan optimalisasi untuk device yang spesifikasi rendah, seperti yang dilakukan kurogames kepada wuthering waves, saat wuthering waves pertama kali rilis gamenya sangat berat dan tidak bisa dijalankan dengan lancar, tapi setiap update optimalisasi nya semakin baik hingga tidak ada kendala apapun seperti nge-frame atau bug. saya harap developer melakukan optimalisasi yang sama kepada zenless zone zero ini. terimakasih.",moga developer baca harap zenless zone zero optimalisasi device spesifikasi rendah kurogames wuthering waves wuthering waves rilis berat jalan lancar update optimalisasi kendala apa ngeframe bug harap developer optimalisasi zenless zone zero terimakasih,Negative,Negative
"game ny bikin orang pay to win, kebanyakan fan service ny, sorry rating gk mendukung. sange/10",bikin pay win banyak fan service sorry rating dukung sange,Negative,Negative
"Kebanyakan game teka teki nya daripada combatnya, better ganti genre teka teki aja si kalo gini daripada action.",banyak teka teki combatnya better ganti genre teka teki action,Negative,Negative
"Game ini sangat bagus dan memanjakan mata, dari grafik, animasi dan cerita nya juga sangat seru dan menarik untuk terus di ikuti. Dan bagi saya setiap game yang dari Hoyoverse ini selalu menyajikan konten konten game yg menarik dan reward yg sepadanlah dengan kesulitannya, hanya saja setiap kali gacha suka sekali dikasih di hard pity itu membuat f2p seperti saya agak kesusahan untuk mengejar meta dan perkembangan nya",bagus manja grafik animasi cerita seru tarik ikut hoyoverse saji konten konten tarik reward padan sulit gacha suka kasih hard pity fp susah kejar meta kembang,Negative,Negative
Terlalu berat,berat,Negative,Negative
lumayan kalo keluar Miyabi ku masih 5 bintang kalo next benner🗿 aku janji🗿👍 terima kasih ya ini lebih baik di banding genshin yang ku main apa yang aku inginkan langsung dapat karakter tapi butuh usaha sih di banding genshin mau ambil kotak-kotak lagi zzz lebih mudah aku kumpulkan kerana quest yang cukup mudah dan nyaman main buat malam untuk story:v AKU MAU MIYABI!!!,lumayan miyabi ku bintang next benner janji terima kasih banding genshin ku karakter butuh usaha banding genshin ambil kotakkotak mudah kumpul rana quest mudah nyaman malam storyv miyabi,Negative,Negative
"Opini Pribadi, - waktu yg diperlukan untuk membuka semua fitur didalam game ini memerlukan waktu yang sangat lama, dan bisa terbilang repetitive bahkan kadang membuat mual. - terutama gameplay saat di-TV, terasa panjang dan sangat tidak menarik. (ekspetasi gw bakalan lebih banyak battlenya) Tidak direkomendasikan untuk player casual.",opini pribadi waktu buka fitur dalam waktu bilang repetitive kadang mual gameplay ditv tarik ekspetasi battlenya rekomendasi player casual,Positive,Negative
gamenya bagus tapi kenapa ya saya jarang menang rate on padahal udah 4x rate off di 4 patch udah gitu semuanya pity 80 Mulu rate offnya segitu ampasnya kah keberuntungan saya,bagus jarang menang rate on rate off patch pity mulu rate offnya segitu ampas kah untung,Negative,Negative
Ga bisa dimainin,dimainin,Positive,Positive
lumayan lh tolong di perbaiki lagi ya masalah pada bertarungnya,lumayan tolong baik tarung,Negative,Negative
Woilah rek😂😂😂,woilah rek,Positive,Positive
"Asli game ini bagus banget, mulai dari segi Graphics, storyline, gameplay, sama Fighting style-nya emang the best parah, dari size-nya aja emang worth it lah👌🏻",asli bagus segi graphics storyline gameplay fighting stylenya the best parah sizenya worth,Negative,Positive
mantap,mantap,Positive,Positive
"mantap dari segala segi, gua udh nyoba hsr juga, tapi ini menurut gua lebih keren dari segi playstyle gua",mantap segi gua coba hsr gua keren segi playstyle gua,Negative,Negative
"Kurang optimal ,Sering close app sendiri ketika main di spek Snapdragon 855+ , bikin ga betah main",optimal close app spek snapdragon bikin betah,Negative,Negative
Game nya sangat baik semoga memberikan karakter s lebih banyak😄,moga karakter,Positive,Positive
aku suka game ini dan cerita nya yg bagus banget aku suka game ini aku suka banget,suka cerita bagus suka suka,Positive,Positive
good but not too good enough especially on mobile phone....,good but not too good enough especially on mobile phone,Positive,Positive
kikir banget lu wok 😡,kikir wok,Positive,Positive
mantap,mantap,Positive,Positive
selalu kalah rate offf trs eventnya dikit bat jadi pemain f2p atau free to play kesusahan termasuk saya sendiri,kalah rate of eventnya dikit main fp free play susah,Negative,Negative
"Untuk segi grafik paling beda dari game hoyovers lainnya, itu yang membedakan game ini, kebetulan saya lebih suka grafik dan gendre game seperti ini serasa nostalgia 😁",segi grafik beda hoyovers beda suka grafik gendre serasa nostalgia,Negative,Negative
"Aku yakin udah diperbaiki, tapi sering kali force close terjadi. Alasannya memang (mungkin) device yang kugunakan kurang mumpuni untuk game ini. Aku memilih bermain di PC, walau pun membuat sekujur badannya panas, setidaknya masih dapat bermain dengan lancar di grafis rendah. Ketidaknyamanan bermain di PC hanya menunggu loading dan juga terasa membosankan jika mode battle hanya segelintir dari jumlah kotak TV yang ada. 😅 Well, cuma mau bilang ""makasih"" ke Hoyoverse.",baik force close alas device guna mumpuni pilih main pc kujur badan panas main lancar grafis rendah ketidaknyamanan main pc tunggu loading bosan mode battle gelintir kotak tv well bilang terima kasih hoyoverse,Negative,Negative
mantapp,mantap,Positive,Positive
Gem baik,gem,Positive,Positive
"Download datanya lama banget,datanya 17099,5mb",download data bangetdatanya mbak,Negative,Negative
Bagus banget dan semangat ya terus ya. Semoga menjadi game yg murah dan tidak sombong/kikir,bagus semangat moga murah sombongkikir,Positive,Positive
aduhai besarnya tapi tetep tak mainin :3,aduhai besar mainin,Positive,Positive
Seru banget! Saya suka storynya yang gak bikin ngantuk,seru suka storynya bikin ngantuk,Positive,Positive
Game nya bur1k bgaus bgt aih,burk bgaus aih,Positive,Positive
"ini game lma2 kyk love story game,,story tellingnya gak kyk game2 pesaingnya,pdhl dev nya psti mumpuni,,ciri khas?Kalo bisa lebih baik knp tidak,, bahasa yg dipake jg lebay/kekanakan,mending English aja,,mgkn game ini khusus 12 ke bawah y,tp charnya rata2,,,sudahlah,,bansos ok,,jiggle fisik jgn ditanya,,harusnya 17+",love story gamestory tellingnya pesaingnyapdhl dev mumpuniciri khaskalo bahasa pakai lebaykekanakanmending english ajamgkn ytp charnya ratasudahlahbansos okjiggle fisik ditanyaharusnya,Positive,Positive
Game terbaik dengan grafik yg luar biasa. Serasa mimpi main ni. Mimpi yg nyata. GRAFIK GA BIKIN KECEWA. KEREN BANGET. MOGA ADA KEMUDAHAN MAIN GAME INI. BIAR PARA FANS NYA GA DI BUAT KECEWA😎🤟,baik grafik serasa mimpi mimpi grafik bikin kecewa keren moga mudah biar fan kecewa,Positive,Positive
"Apaan dah awal game ini keluar ga ada sama sekali masalah dalam install ini game, pas mau install lagi malah ga bisa, kocak kocak.",deh install pas install kocak kocak,Negative,Negative
best gacha game sejauh ini buat ku,best gacha ku,Positive,Positive
"3x gua mau registrasi tiba2 layar hitam trus gabisa di apa2 in , aneh amat maen game lain lanjay .. ini blm main udh 3x gagal registrasi.",gua registrasi layar hitam aneh lanjay gagal registrasi,Negative,Negative
"Mudah2an tidak ada kendala, sukses selalu lord.",mudah kendala sukses lord,Positive,Positive
bagus grafik sama alur cerita tapi sayangnya sempit banget pas jalanin quest ditambah ga bisa multiplayer jadinya rada bosen,bagus grafik alur cerita sayang sempit pas jalan quest tambah multiplayer rada bosan,Negative,Negative
Game terbaik. Game satu-satunya yang bisa menghabiskan waktu sepanjang dalam hidup saya. Terima kasih atas supportnya kepada pihak developer karena gamenya sudah support lagi di device saya.,baik satusatunya habis waktu hidup terima kasih supportnya developer support device,Positive,Positive
Gem cihuy gerafik bagus GK ramah Ama hp kentang😁,gem cihuy gerafik bagus ramah hp kentang,Positive,Positive
"Kalo ada orang yg bilang menang rate off jangan percaya, itu mitos",bilang menang rate off percaya mitos,Negative,Negative
Fresh bgt sih ini game nya,fresh,Negative,Positive
best,best,Positive,Positive
ABSOLUTE PEAKKKKK,absolute peak,Positive,Positive
"please.. untuk developer tolong lahh optimalisasi nya di perbaiki, masak buat jala aja sering patah"" badahal sebelumnya enak enak aja 😩",please developer tolong optimalisasi baik masak jala patah badahal,Negative,Negative
"new update, often crashing 🤦‍♂️",new update often crashing,Negative,Negative
"I think it's still one of their best games, but its still faltering from identity and creative issues. The HDD is useless, commissions are gutted and no longer used, the consequences of which is no more replaying the combat part of story missions and no more hard mode. This also weakens the protagonists role as proxies, as they're now not taking online jobs or guiding exploration of the hollows. It also weakens Fairys role. They're really removing anything that made zzz unique",think its still one of their best games but its still faltering from identity and creative issues the hdd is useless commissions are gutted and no longer used the consequences of which is no more replaying the combat part of story missions and no more hard mode this also weakens the protagonists role as proxies as theyre now not taking online jobs guiding exploration of the hollows also weakens fairys role theyre really removing anything that made unique,Negative,Negative
"terimalasih hoyovers sulit di jelaskan. saya sangat puas dengan update 3.0 alur cerita semakin menarik tampilan dialok karater di tingkatkan, byk evend byk hadiah dan yang paling penting tidak pelit / kikir :-)",terimalasih hoyovers sulit puas update alur cerita tarik tampil dialok karater tingkat evend hadiah pelit kikir,Negative,Negative
"Menurut saya game nya bagus, mekanik game nya bagus, tambahin lagi bansos nya😁😁",bagus mekanik bagus tambah bansos,Positive,Positive
HPKU RA KUAT ANJAY,hpku ra kuat anjay,Negative,Negative
"Sangat suka dengan game ini, sangat menarik dan seru",suka tarik seru,Positive,Positive
Asik coy,asik coy,Positive,Positive
Optimalkan lagi Hoyo,optimal hoyo,Positive,Positive
Sangat seru,seru,Positive,Positive
comeback,comeback,Negative,Positive
"Seru dan gameplay nya gak bosenin. Tapi kalo bisa tambahin fitur pause pas pertarungan dong, jadi bingung kalo harus ngelakuin sesuatu, apalagi kalo ada bates waktu ngelawannya",seru gameplay bosan tambah fitur pause pas tarung bingung bates waktu ngelawannya,Positive,Positive
Gim jembot,gim jembot,Positive,Positive
80 zonk.. sama aja ini kek saudaranya genshin,zonk saudara genshin,Positive,Positive
"tolong untuk optimalisasi gamenya lebih diperhatikan, karena ada beberapa device yg bagus/cukup untuk bermain ZZZ tapi masih mengalami frame atau bahkan force close yang membuat experience bermain menjadi buruk. Saya memberikan bintang 1 dengan harapan ulasan saya di notice oleh developer. sekian terimakasih",tolong optimalisasi perhati device baguscukup main alami frame force close experience main buruk bintang harap ulas notice developer sekian terimakasih,Negative,Negative
Hebat,hebat,Positive,Positive
gamenya bagus dan grafiknya bagus dan pembuat game ini semangat terus sehat selalu,bagus grafik bagus buat semangat sehat,Positive,Positive
80 free pull? Only 10 free pull for newbie,free pull only free pull for newbie,Positive,Positive
min tolong komretibel kan game nya ke chipset kentang kayak unisoc😭,min tolong komretibel chipset kentang unisoc,Negative,Negative
"Finally I have waited so long and, now this game is out. Hopefully this game makes me happy. Thank you developers",finally have waited sok long and now this is out hopefully this makes me happy thank you developers,Positive,Positive
Peak Combat 10/10 lack of optimization so the performance aren't that good,peak combat lack of optimization sok the performance arent that good,Positive,Positive
great,great,Positive,Positive
"kok gw gabisa login ya?, lagi farming disk tiba2 logout sendiri",login farming disk logout,Positive,Negative
"Suka banget sama opsi yang di kasih game ini. kalo cuma mau nikmatin story, bisa pilih difficult yang mudah. Kalo mau yang menantang, bisa pilih difficult yang menantang",suka opsi kasih nikmat story pilih difficult mudah tantang pilih difficult tantang,Negative,Positive
Woy hoyo ko di versi 2.0 ini sering ngeframe dan force close? padahal spek hp saya sudah memenuhi kriteria untuk main zenless dan masih saja sering force close dan ngeframe,woy hoyo versi ngeframe force close spek hp penuh kriteria zenless force close ngeframe,Negative,Negative
"Terlalu susah mendapatkan stat yang diinginkan, padahal saya sudah melakukan farming Drive disc lebih dari 200 kali namun masih belum bisa mendapatkan stat yang diinginkan di dalam satu set Drive disc saja",susah stat farming drive disc stat set drive disc,Negative,Negative
"Game busuk, udah top up gacha masih aja dikasi ampas",busuk top up gacha kasi ampas,Negative,Negative
im fomo,im fomo,Positive,Positive
"perangkat udh compitable, tapi masih framedrop, malahan lebih dari spek min. gmn min?",perangkat compitable framedrop spek min min,Positive,Positive
"tolong ditingkatkan optimalisasi game nya, karena pada update terbaru masih banyak area area yang terlalu berat dan kurang optimal",tolong tingkat optimalisasi update baru area area berat optimal,Negative,Negative
Panjang umur game baik,umur,Negative,Negative
Setelah update frame drop parah sudah dituruni ke grafik sedah juga masih sama,update frame drop parah turun grafik dah,Negative,Negative
"Please banget benerin optimalisasi nya. Patch lalu kerasa enak, sekarang jadi jelek lagi. Mode Threshold sering banget ngebug visual freeze. Tolong hoyo untuk perbaikannya.",please benerin optimalisasi patch rasa jelek mode threshold ngebug visual freeze tolong hoyo baik,Negative,Negative
Game seru ini wajib di mainkan,seru wajib main,Positive,Positive
"gamenya sudah bagus, mekanisme dan segalanya memang ga usah diraguin lagi. Cuma masalahnya itu cuma di optmialisasinya, hape saya sering banget force close akhir akhir ini saya juga ga tau apa masalahnya. Jadi saya kasih bintang 2 dulu, kalau masalahnya udah dibenerin baru saya kasih bintang 5👌 -sama plis kasih lebih banyak polychrome gratis😁",bagus mekanisme diraguin optmialisasinya hape force close tau kasih bintang dibenerin kasih bintang plis kasih polychrome gratis,Negative,Negative
Ok,ok,Positive,Positive
"Tolong dong Hoyoverse Frame Dropnya parah banget sejak Update 2.0. Padahal udah seru banget sejak belum update, Hp saya udah Snapdragon 6s lo masih leg parah. Udah di instal ulang Hp nya masih sama aja.",tolong hoyoverse frame drop parah update seru update hp snapdragon lo leg parah instal ulang hp,Negative,Negative
